publisher,org_id,inventory_type,relationship_type_given,account_manager_name,account_manager_email,domain,ad_request,revenue,ads_txt_lines,ssp_domain,pub_id,relationship_type,ssp_id,ads_txt_lines_scraped,domain_scraped,inventory_type_scraped,ads_txt_url_scraped,ssp_domain_scraped,pub_id_scraped,relationship_type_scraped,ssp_id_scraped,ads_txt_status,ads_txt_status_v2,repr_error_msg,response_code
progameguides.com,180,ads.txt,DIRECT,publishers@test_ssp.com,publishers@test_ssp.com,progameguides.com,1000,10,"appnexus.com,9538,reseller,f5ab79cb980f11d1",appnexus.com,9538,reseller,f5ab79cb980f11d1,"appnexus.com,9538,reseller,f5ab79cb980f11d1",progameguides.com,ads.txt,https://www.progameguides.com/ads.txt,appnexus.com,9538,reseller,f5ab79cb980f11d1,present,present,,
sny.tv,33,ads.txt,DIRECT,publishers@test_ssp.com,publishers@test_ssp.com,sny.tv,1000,10,"rubiconproject.com,24434,reseller,0bfd66d529a55807",rubiconproject.com,24434,reseller,0bfd66d529a55807,"rubiconproject.com,24434,reseller,0bfd66d529a55807",sny.tv,ads.txt,https://www.sny.tv/ads.txt,rubiconproject.com,24434,reseller,0bfd66d529a55807,present,present,,
philstar.com,103,ads.txt,DIRECT,publishers@test_ssp.com,publishers@test_ssp.com,philstar.com,1000,10,"lijit.com,253233,reseller,fafdf38b16bf6b2b",lijit.com,253233,reseller,fafdf38b16bf6b2b,"lijit.com,253233,reseller,fafdf38b16bf6b2b",philstar.com,ads.txt,https://www.philstar.com/ads.txt,lijit.com,253233,reseller,fafdf38b16bf6b2b,present,present,,
tvinsider.com,19,ads.txt,DIRECT,publishers@test_ssp.com,publishers@test_ssp.com,tvinsider.com,1000,10,"rubiconproject.com,24434,reseller,0bfd66d529a55807",rubiconproject.com,24434,reseller,0bfd66d529a55807,"rubiconproject.com,24434,reseller,0bfd66d529a55807",tvinsider.com,ads.txt,https://www.tvinsider.com/ads.txt,rubiconproject.com,24434,reseller,0bfd66d529a55807,present,present,,
wsbtv.com,65,ads.txt,DIRECT,publishers@test_ssp.com,publishers@test_ssp.com,wsbtv.com,1000,10,"media.net,8cuv34pj4,reseller",media.net,8cuv34pj4,reseller,,"media.net,8cuv34pj4,reseller",wsbtv.com,ads.txt,https://www.wsbtv.com/ads.txt,media.net,8cuv34pj4,reseller,,present,present,,
archdaily.com,117,ads.txt,DIRECT,publishers@test_ssp.com,publishers@test_ssp.com,archdaily.com,1000,10,"media.net,8cuv34pj4,reseller",media.net,8cuv34pj4,reseller,,"media.net,8cuv34pj4,reseller",archdaily.com,ads.txt,https://www.archdaily.com/ads.txt,media.net,8cuv34pj4,reseller,,present,present,,
athlonsports.com,2,ads.txt,DIRECT,publishers@test_ssp.com,publishers@test_ssp.com,athlonsports.com,1000,10,"lijit.com,253233,reseller,fafdf38b16bf6b2b",lijit.com,253233,reseller,fafdf38b16bf6b2b,"lijit.com,253233,reseller,fafdf38b16bf6b2b",athlonsports.com,ads.txt,https://www.athlonsports.com/ads.txt,lijit.com,253233,reseller,fafdf38b16bf6b2b,present,present,,
braincandy.net,79,ads.txt,DIRECT,publishers@test_ssp.com,publishers@test_ssp.com,braincandy.net,1000,10,"rubiconproject.com,24434,reseller,0bfd66d529a55807",rubiconproject.com,24434,reseller,0bfd66d529a55807,"rubiconproject.com,24434,direct,0bfd66d529a55807",braincandy.net,ads.txt,https://www.braincandy.net/ads.txt,rubiconproject.com,24434,direct,0bfd66d529a55807,present,present,,
dailydot.com,177,ads.txt,DIRECT,publishers@test_ssp.com,publishers@test_ssp.com,dailydot.com,1000,10,"onetag.com,7e9adb1ccca08d0,reseller",onetag.com,7e9adb1ccca08d0,reseller,,"onetag.com,7e9adb1ccca08d0,reseller",dailydot.com,ads.txt,https://www.dailydot.com/ads.txt,onetag.com,7e9adb1ccca08d0,reseller,,present,present,,
sny.tv,33,ads.txt,DIRECT,publishers@test_ssp.com,publishers@test_ssp.com,sny.tv,1000,10,"appnexus.com,9538,reseller,f5ab79cb980f11d1",appnexus.com,9538,reseller,f5ab79cb980f11d1,"appnexus.com,9538,reseller,f5ab79cb980f11d1",sny.tv,ads.txt,https://www.sny.tv/ads.txt,appnexus.com,9538,reseller,f5ab79cb980f11d1,present,present,,
sny.tv,33,ads.txt,DIRECT,publishers@test_ssp.com,publishers@test_ssp.com,sny.tv,1000,10,"lijit.com,253233,reseller,fafdf38b16bf6b2b",lijit.com,253233,reseller,fafdf38b16bf6b2b,"lijit.com,253233,reseller,fafdf38b16bf6b2b",sny.tv,ads.txt,https://www.sny.tv/ads.txt,lijit.com,253233,reseller,fafdf38b16bf6b2b,present,present,,
sny.tv,33,ads.txt,DIRECT,publishers@test_ssp.com,publishers@test_ssp.com,sny.tv,1000,10,"rubiconproject.com,24434,reseller,0bfd66d529a55807",rubiconproject.com,24434,reseller,0bfd66d529a55807,"rubiconproject.com,24434,direct,0bfd66d529a55807",sny.tv,ads.txt,https://www.sny.tv/ads.txt,rubiconproject.com,24434,direct,0bfd66d529a55807,present,present,,
thestreet.com,3,ads.txt,DIRECT,publishers@test_ssp.com,publishers@test_ssp.com,thestreet.com,1000,10,"rubiconproject.com,24434,reseller,0bfd66d529a55807",rubiconproject.com,24434,reseller,0bfd66d529a55807,"rubiconproject.com,24434,reseller,0bfd66d529a55807",thestreet.com,ads.txt,https://www.thestreet.com/ads.txt,rubiconproject.com,24434,reseller,0bfd66d529a55807,present,present,,
usnews.com,187,ads.txt,DIRECT,publishers@test_ssp.com,publishers@test_ssp.com,usnews.com,1000,10,"media.net,8cuv34pj4,reseller",media.net,8cuv34pj4,reseller,,"media.net,8cuv34pj4,reseller",usnews.com,ads.txt,https://www.usnews.com/ads.txt,media.net,8cuv34pj4,reseller,,present,present,,
wkow.com,89,ads.txt,DIRECT,publishers@test_ssp.com,publishers@test_ssp.com,wkow.com,1000,10,"appnexus.com,9538,reseller,f5ab79cb980f11d1",appnexus.com,9538,reseller,f5ab79cb980f11d1,"appnexus.com,9538,reseller,f5ab79cb980f11d1",wkow.com,ads.txt,https://www.wkow.com/ads.txt,appnexus.com,9538,reseller,f5ab79cb980f11d1,present,present,,
wktv.com,84,ads.txt,DIRECT,publishers@test_ssp.com,publishers@test_ssp.com,wktv.com,1000,10,"lijit.com,253233,reseller,fafdf38b16bf6b2b",lijit.com,253233,reseller,fafdf38b16bf6b2b,"lijit.com,253233,reseller,fafdf38b16bf6b2b",wktv.com,ads.txt,https://wktv.com/ads.txt,lijit.com,253233,reseller,fafdf38b16bf6b2b,present,present,,
wlfi.com,189,ads.txt,DIRECT,publishers@test_ssp.com,publishers@test_ssp.com,wlfi.com,1000,10,"appnexus.com,9538,reseller,f5ab79cb980f11d1",appnexus.com,9538,reseller,f5ab79cb980f11d1,"appnexus.com,9538,reseller,f5ab79cb980f11d1",wlfi.com,ads.txt,http://www.wlfi.com/ads.txt,appnexus.com,9538,reseller,f5ab79cb980f11d1,present,present,,
wpxi.com,148,ads.txt,DIRECT,publishers@test_ssp.com,publishers@test_ssp.com,wpxi.com,1000,10,"lijit.com,253233,reseller,fafdf38b16bf6b2b",lijit.com,253233,reseller,fafdf38b16bf6b2b,"lijit.com,253233,reseller,fafdf38b16bf6b2b",wpxi.com,ads.txt,https://www.wpxi.com/ads.txt,lijit.com,253233,reseller,fafdf38b16bf6b2b,present,present,,
tvinsider.com,19,ads.txt,DIRECT,publishers@test_ssp.com,publishers@test_ssp.com,tvinsider.com,1000,10,"appnexus.com,9538,reseller,f5ab79cb980f11d1",appnexus.com,9538,reseller,f5ab79cb980f11d1,"appnexus.com,9538,reseller,f5ab79cb980f11d1",tvinsider.com,ads.txt,https://www.tvinsider.com/ads.txt,appnexus.com,9538,reseller,f5ab79cb980f11d1,present,present,,
wpxi.com,148,ads.txt,DIRECT,publishers@test_ssp.com,publishers@test_ssp.com,wpxi.com,1000,10,"onetag.com,7e9adb1ccca08d0,reseller",onetag.com,7e9adb1ccca08d0,reseller,,"onetag.com,7e9adb1ccca08d0,reseller",wpxi.com,ads.txt,https://www.wpxi.com/ads.txt,onetag.com,7e9adb1ccca08d0,reseller,,present,present,,
wqow.com,111,ads.txt,DIRECT,publishers@test_ssp.com,publishers@test_ssp.com,wqow.com,1000,10,"lijit.com,253233,reseller,fafdf38b16bf6b2b",lijit.com,253233,reseller,fafdf38b16bf6b2b,"lijit.com,253233,reseller,fafdf38b16bf6b2b",wqow.com,ads.txt,https://wqow.com/ads.txt,lijit.com,253233,reseller,fafdf38b16bf6b2b,present,present,,
wsbtv.com,65,ads.txt,DIRECT,publishers@test_ssp.com,publishers@test_ssp.com,wsbtv.com,1000,10,"rubiconproject.com,24434,reseller,0bfd66d529a55807",rubiconproject.com,24434,reseller,0bfd66d529a55807,"rubiconproject.com,24434,reseller,0bfd66d529a55807",wsbtv.com,ads.txt,https://www.wsbtv.com/ads.txt,rubiconproject.com,24434,reseller,0bfd66d529a55807,present,present,,
wsiltv.com,181,ads.txt,DIRECT,publishers@test_ssp.com,publishers@test_ssp.com,wsiltv.com,1000,10,"appnexus.com,9538,reseller,f5ab79cb980f11d1",appnexus.com,9538,reseller,f5ab79cb980f11d1,"appnexus.com,9538,reseller,f5ab79cb980f11d1",wsiltv.com,ads.txt,https://wsiltv.com/ads.txt,appnexus.com,9538,reseller,f5ab79cb980f11d1,present,present,,
athlonsports.com,2,ads.txt,DIRECT,publishers@test_ssp.com,publishers@test_ssp.com,athlonsports.com,1000,10,"rubiconproject.com,24434,reseller,0bfd66d529a55807",rubiconproject.com,24434,reseller,0bfd66d529a55807,"rubiconproject.com,24434,reseller,0bfd66d529a55807",athlonsports.com,ads.txt,https://www.athlonsports.com/ads.txt,rubiconproject.com,24434,reseller,0bfd66d529a55807,present,present,,
basketballnetwork.net,17,ads.txt,DIRECT,publishers@test_ssp.com,publishers@test_ssp.com,basketballnetwork.net,1000,10,"lijit.com,253233,reseller,fafdf38b16bf6b2b",lijit.com,253233,reseller,fafdf38b16bf6b2b,"lijit.com,253233,reseller,fafdf38b16bf6b2b",basketballnetwork.net,ads.txt,https://www.basketballnetwork.net/ads.txt,lijit.com,253233,reseller,fafdf38b16bf6b2b,present,present,,
boston25news.com,145,ads.txt,DIRECT,publishers@test_ssp.com,publishers@test_ssp.com,boston25news.com,1000,10,"rubiconproject.com,24434,reseller,0bfd66d529a55807",rubiconproject.com,24434,reseller,0bfd66d529a55807,"rubiconproject.com,24434,reseller,0bfd66d529a55807",boston25news.com,ads.txt,https://www.boston25news.com/ads.txt,rubiconproject.com,24434,reseller,0bfd66d529a55807,present,present,,
dailydot.com,177,ads.txt,DIRECT,publishers@test_ssp.com,publishers@test_ssp.com,dailydot.com,1000,10,"sharethrough.com,z7d3ygnp,reseller,d53b998a7bd4ecd2",sharethrough.com,z7d3ygnp,reseller,d53b998a7bd4ecd2,"sharethrough.com,z7d3ygnp,reseller,d53b998a7bd4ecd2",dailydot.com,ads.txt,https://www.dailydot.com/ads.txt,sharethrough.com,z7d3ygnp,reseller,d53b998a7bd4ecd2,present,present,,
fandomwire.com,13,ads.txt,DIRECT,publishers@test_ssp.com,publishers@test_ssp.com,fandomwire.com,1000,10,"lijit.com,253233,reseller,fafdf38b16bf6b2b",lijit.com,253233,reseller,fafdf38b16bf6b2b,"lijit.com,253233,reseller,fafdf38b16bf6b2b",fandomwire.com,ads.txt,https://www.fandomwire.com/ads.txt,lijit.com,253233,reseller,fafdf38b16bf6b2b,present,present,,
christianpost.com,207,ads.txt,DIRECT,publishers@test_ssp.com,publishers@test_ssp.com,christianpost.com,1000,10,"lijit.com,253233,reseller,fafdf38b16bf6b2b",lijit.com,253233,reseller,fafdf38b16bf6b2b,"lijit.com,253233,reseller,fafdf38b16bf6b2b",christianpost.com,ads.txt,https://www.christianpost.com/ads.txt,lijit.com,253233,reseller,fafdf38b16bf6b2b,present,present,,
justjared.com,192,ads.txt,DIRECT,publishers@test_ssp.com,publishers@test_ssp.com,justjared.com,1000,10,"sharethrough.com,z7d3ygnp,reseller,d53b998a7bd4ecd2",sharethrough.com,z7d3ygnp,reseller,d53b998a7bd4ecd2,"sharethrough.com,z7d3ygnp,reseller,d53b998a7bd4ecd2",justjared.com,ads.txt,https://www.justjared.com/ads.txt,sharethrough.com,z7d3ygnp,reseller,d53b998a7bd4ecd2,present,present,,
kq2.com,90,ads.txt,DIRECT,publishers@test_ssp.com,publishers@test_ssp.com,kq2.com,1000,10,"lijit.com,253233,reseller,fafdf38b16bf6b2b",lijit.com,253233,reseller,fafdf38b16bf6b2b,"lijit.com,253233,reseller,fafdf38b16bf6b2b",kq2.com,ads.txt,http://kq2.com/ads.txt,lijit.com,253233,reseller,fafdf38b16bf6b2b,present,present,,
mensfitness.com,179,ads.txt,DIRECT,publishers@test_ssp.com,publishers@test_ssp.com,mensfitness.com,1000,10,"lijit.com,253233,reseller,fafdf38b16bf6b2b",lijit.com,253233,reseller,fafdf38b16bf6b2b,"lijit.com,253233,reseller,fafdf38b16bf6b2b",mensfitness.com,ads.txt,https://www.mensfitness.com/ads.txt,lijit.com,253233,reseller,fafdf38b16bf6b2b,present,present,,
motorcyclistonline.com,196,ads.txt,DIRECT,publishers@test_ssp.com,publishers@test_ssp.com,motorcyclistonline.com,1000,10,"appnexus.com,9538,reseller,f5ab79cb980f11d1",appnexus.com,9538,reseller,f5ab79cb980f11d1,"appnexus.com,9538,reseller,f5ab79cb980f11d1",motorcyclistonline.com,ads.txt,https://www.motorcyclistonline.com/ads.txt,appnexus.com,9538,reseller,f5ab79cb980f11d1,present,present,,
sheknows.com,149,ads.txt,DIRECT,publishers@test_ssp.com,publishers@test_ssp.com,sheknows.com,1000,10,"rubiconproject.com,24434,reseller,0bfd66d529a55807",rubiconproject.com,24434,reseller,0bfd66d529a55807,"rubiconproject.com,24434,reseller,0bfd66d529a55807",sheknows.com,ads.txt,https://www.sheknows.com/ads.txt,rubiconproject.com,24434,reseller,0bfd66d529a55807,present,present,,
wpxi.com,148,ads.txt,DIRECT,publishers@test_ssp.com,publishers@test_ssp.com,wpxi.com,1000,10,"pubmatic.com,159302,reseller,5d62403b186f2ace",pubmatic.com,159302,reseller,5d62403b186f2ace,"pubmatic.com,159302,direct,5d62403b186f2ace",wpxi.com,ads.txt,https://www.wpxi.com/ads.txt,pubmatic.com,159302,direct,5d62403b186f2ace,present,present,,
thestreet.com,3,ads.txt,DIRECT,publishers@test_ssp.com,publishers@test_ssp.com,thestreet.com,1000,10,"appnexus.com,9538,reseller,f5ab79cb980f11d1",appnexus.com,9538,reseller,f5ab79cb980f11d1,"appnexus.com,9538,reseller,f5ab79cb980f11d1",thestreet.com,ads.txt,https://www.thestreet.com/ads.txt,appnexus.com,9538,reseller,f5ab79cb980f11d1,present,present,,
wsiltv.com,181,ads.txt,DIRECT,publishers@test_ssp.com,publishers@test_ssp.com,wsiltv.com,1000,10,"lijit.com,253233,reseller,fafdf38b16bf6b2b",lijit.com,253233,reseller,fafdf38b16bf6b2b,"lijit.com,253233,reseller,fafdf38b16bf6b2b",wsiltv.com,ads.txt,https://wsiltv.com/ads.txt,lijit.com,253233,reseller,fafdf38b16bf6b2b,present,present,,
